"sheep_ID","cow_ID","gene_name","gene_name2"
"ENSOARG00000018905","ENSBTAG00000002242","FAM192A","FAM192A"
"ENSOARG00000011710","ENSBTAG00000002248","SAC3D1","SAC3D1"
"ENSOARG00000021018","ENSBTAG00000002278","FBN1","FBN1"
"ENSOARG00000017410","ENSBTAG00000002282","EIF1","EIF1"
"ENSOARG00000017534","ENSBTAG00000002283","FZD7","FZD7"
"ENSOARG00000015070","ENSBTAG00000002291","ZBTB41","ZBTB41"
"ENSOARG00000000194","ENSBTAG00000002295","ATF2","ATF2"
"ENSOARG00000017265","ENSBTAG00000002296","TMEM173","TMEM173"
"ENSOARG00000005736","ENSBTAG00000002303","GLG1","GLG1"
"ENSOARG00000012078","ENSBTAG00000002311","REEP6","REEP6"
"ENSOARG00000018532","ENSBTAG00000002323","USP28","USP28"
"ENSOARG00000014894","ENSBTAG00000002329","ASAP2","ASAP2"
"ENSOARG00000013102","ENSBTAG00000002341","ETS1","ETS1"
"ENSOARG00000008151","ENSBTAG00000002344","ORAI3","ORAI3"
"ENSOARG00000012378","ENSBTAG00000002348","SLC4A4","SLC4A4"
"ENSOARG00000013462","ENSBTAG00000002350","PIK3R2","PIK3R2"
"ENSOARG00000017007","ENSBTAG00000002352","GGA2","GGA2"
"ENSOARG00000003008","ENSBTAG00000002363","SESN2","SESN2"
"ENSOARG00000000865","ENSBTAG00000002367","HCFC1R1","HCFC1R1"
"ENSOARG00000012374","ENSBTAG00000002368","TULP2","TULP2"
"ENSOARG00000009484","ENSBTAG00000002374","ARMC5","ARMC5"
"ENSOARG00000019520","ENSBTAG00000002377","PSMB2","PSMB2"
"ENSOARG00000010201","ENSBTAG00000002381","ZDHHC5","ZDHHC5"
"ENSOARG00000012714","ENSBTAG00000002382","DDX10","DDX10"
"ENSOARG00000004806","ENSBTAG00000002385","SLC35E4","SLC35E4"
"ENSOARG00000009529","ENSBTAG00000002391","TGFB1I1","TGFB1I1"
"ENSOARG00000020411","ENSBTAG00000002394","TMEM44","TMEM44"
"ENSOARG00000005112","ENSBTAG00000002395","HPS3","HPS3"
"ENSOARG00000005303","ENSBTAG00000002398","ZNF567","ZNF567"
"ENSOARG00000004632","ENSBTAG00000002402","IGF2R","IGF2R"
"ENSOARG00000001693","ENSBTAG00000002415","TSPAN3","TSPAN3"
"ENSOARG00000015153","ENSBTAG00000002416","GBP4","GBP4"
"ENSOARG00000007357","ENSBTAG00000002419","PIGM","PIGM"
"ENSOARG00000015809","ENSBTAG00000002423","PSMD12","PSMD12"
"ENSOARG00000010179","ENSBTAG00000002431","TRIM24","TRIM24"
"ENSOARG00000014124","ENSBTAG00000002435","PTPRE","PTPRE"
"ENSOARG00000011676","ENSBTAG00000002440","KIF7","KIF7"
"ENSOARG00000014562","ENSBTAG00000002444","MKI67","MKI67"
"ENSOARG00000018952","ENSBTAG00000002447","C19orf44","C19orf44"
"ENSOARG00000009701","ENSBTAG00000002472","CASP9","CASP9"
"ENSOARG00000003792","ENSBTAG00000002473","ANGPTL4","ANGPTL4"
"ENSOARG00000009094","ENSBTAG00000002487","UBE3A","UBE3A"
"ENSOARG00000015196","ENSBTAG00000002490","CHPT1","CHPT1"
"ENSOARG00000003640","ENSBTAG00000002495","BRD4","BRD4"
"ENSOARG00000000897","ENSBTAG00000002501","CUEDC2","CUEDC2"
"ENSOARG00000000881","ENSBTAG00000002504","IREB2","IREB2"
"ENSOARG00000002975","ENSBTAG00000002512","HAUS1","HAUS1"
"ENSOARG00000006924","ENSBTAG00000002520","CELF1","CELF1"
"ENSOARG00000008103","ENSBTAG00000002527","ZSWIM4","ZSWIM4"
"ENSOARG00000000774","ENSBTAG00000002528","EIF3A","EIF3A"
"ENSOARG00000018237","ENSBTAG00000002554","TCAF1","TCAF1"
"ENSOARG00000011085","ENSBTAG00000002561","CCDC120","CCDC120"
"ENSOARG00000011017","ENSBTAG00000002563","WDR45","WDR45"
"ENSOARG00000012497","ENSBTAG00000002566","PGPEP1","PGPEP1"
"ENSOARG00000004518","ENSBTAG00000002571","PDCD2L","PDCD2L"
"ENSOARG00000004533","ENSBTAG00000002573","UBA2","UBA2"
"ENSOARG00000002983","ENSBTAG00000002575","SSU72","SSU72"
"ENSOARG00000007586","ENSBTAG00000002594","ZNF436","ZNF436"
"ENSOARG00000016719","ENSBTAG00000002605","TRIM16","TRIM16"
"ENSOARG00000014908","ENSBTAG00000002606","LGR4","LGR4"
"ENSOARG00000009429","ENSBTAG00000002612","FANCM","FANCM"
"ENSOARG00000009575","ENSBTAG00000002613","MIS18BP1","MIS18BP1"
"ENSOARG00000005026","ENSBTAG00000002614","RUFY2","RUFY2"
"ENSOARG00000012321","ENSBTAG00000002625","MAP3K7","MAP3K7"
"ENSOARG00000016774","ENSBTAG00000002628","SLC44A2","SLC44A2"
"ENSOARG00000002067","ENSBTAG00000002650","ZPR1","ZPR1"
"ENSOARG00000019313","ENSBTAG00000002651","PKP2","PKP2"
"ENSOARG00000018175","ENSBTAG00000002654","DNAJC7","DNAJC7"
"ENSOARG00000013084","ENSBTAG00000002655","ZWINT","ZWINT"
"ENSOARG00000004165","ENSBTAG00000002661","ISLR2","ISLR2"
"ENSOARG00000009636","ENSBTAG00000002690","BLZF1","BLZF1"
"ENSOARG00000019211","ENSBTAG00000002693","KANSL2","KANSL2"
"ENSOARG00000019194","ENSBTAG00000002705","REC8","REC8"
"ENSOARG00000019177","ENSBTAG00000002709","TM9SF1","TM9SF1"
"ENSOARG00000019160","ENSBTAG00000002715","GMPR2","GMPR2"
"ENSOARG00000015507","ENSBTAG00000002716","NOL10","NOL10"
"ENSOARG00000005282","ENSBTAG00000002719","ORC1","ORC1"
"ENSOARG00000005373","ENSBTAG00000002720","PRPF38A","PRPF38A"
"ENSOARG00000012911","ENSBTAG00000002725","RNGTT","RNGTT"
"ENSOARG00000002971","ENSBTAG00000002727","PHACTR4","PHACTR4"
"ENSOARG00000012615","ENSBTAG00000002735","METTL26","METTL26"
"ENSOARG00000015380","ENSBTAG00000002736","DNMT1","DNMT1"
"ENSOARG00000012561","ENSBTAG00000002737","WFIKKN1","WFIKKN1"
"ENSOARG00000015562","ENSBTAG00000002738","S1PR2","S1PR2"
"ENSOARG00000005136","ENSBTAG00000002742","MSH2","MSH2"
"ENSOARG00000012552","ENSBTAG00000002746","OSTF1","OSTF1"
"ENSOARG00000017767","ENSBTAG00000002750","KRIT1","KRIT1"
"ENSOARG00000000971","ENSBTAG00000002755","ANKRD12","ANKRD12"
"ENSOARG00000004987","ENSBTAG00000002763","KMT2B","KMT2B"
"ENSOARG00000020697","ENSBTAG00000002767","GNB4","GNB4"
"ENSOARG00000018228","ENSBTAG00000002782","ZC3H7B","ZC3H7B"
"ENSOARG00000019705","ENSBTAG00000002783","PCYOX1","PCYOX1"
"ENSOARG00000008100","ENSBTAG00000002792","FUT11","FUT11"
"ENSOARG00000003525","ENSBTAG00000002795","NKTR","NKTR"
"ENSOARG00000021109","ENSBTAG00000002808","PSMA3","PSMA3"
"ENSOARG00000018439","ENSBTAG00000002809","CAPN10","CAPN10"
"ENSOARG00000000284","ENSBTAG00000002810","ZNF777","ZNF777"
"ENSOARG00000018123","ENSBTAG00000002816","SARM1","SARM1"
"ENSOARG00000019542","ENSBTAG00000002826","CLSPN","CLSPN"
"ENSOARG00000004539","ENSBTAG00000002827","ACAT2","ACAT2"
"ENSOARG00000009647","ENSBTAG00000002828","RNF185","RNF185"
"ENSOARG00000004554","ENSBTAG00000002829","TCP1","TCP1"
"ENSOARG00000009089","ENSBTAG00000002835","SMAD1","SMAD1"
"ENSOARG00000013922","ENSBTAG00000002836","TAF3","TAF3"
"ENSOARG00000017608","ENSBTAG00000002847","D2HGDH","D2HGDH"
"ENSOARG00000004302","ENSBTAG00000002848","C1orf74","C1orf74"
"ENSOARG00000012720","ENSBTAG00000002849","IRF6","IRF6"
"ENSOARG00000004046","ENSBTAG00000002863","ACAA2","ACAA2"
"ENSOARG00000020781","ENSBTAG00000002866","RPIA","RPIA"
"ENSOARG00000012785","ENSBTAG00000002879","DCPS","DCPS"
"ENSOARG00000017722","ENSBTAG00000002881","AP4M1","AP4M1"
"ENSOARG00000018142","ENSBTAG00000002882","LMNB1","LMNB1"
"ENSOARG00000013674","ENSBTAG00000002890","RBM10","RBM10"
"ENSOARG00000000622","ENSBTAG00000002896","KPNA6","KPNA6"
"ENSOARG00000003242","ENSBTAG00000002904","ZNF787","ZNF787"
"ENSOARG00000005825","ENSBTAG00000002910","ECHDC2","ECHDC2"
"ENSOARG00000010050","ENSBTAG00000002914","GALNT18","GALNT18"
"ENSOARG00000020254","ENSBTAG00000002918","RAD51","RAD51"
"ENSOARG00000008677","ENSBTAG00000002920","KAT6B","KAT6B"
"ENSOARG00000020264","ENSBTAG00000002921","RMDN3","RMDN3"
"ENSOARG00000012648","ENSBTAG00000002941","FES","FES"
"ENSOARG00000009200","ENSBTAG00000002942","SLC2A10","SLC2A10"
"ENSOARG00000008014","ENSBTAG00000002959","LRCH1","LRCH1"
"ENSOARG00000005786","ENSBTAG00000002962","PPM1M","PPM1M"
"ENSOARG00000002044","ENSBTAG00000002981","PIMREG","PIMREG"
"ENSOARG00000020203","ENSBTAG00000002995","GMPPA","GMPPA"
"ENSOARG00000016410","ENSBTAG00000003002","WDR75","WDR75"
"ENSOARG00000010693","ENSBTAG00000003015","SESN1","SESN1"
"ENSOARG00000007786","ENSBTAG00000003033","GADD45G","GADD45G"
"ENSOARG00000007874","ENSBTAG00000003034","GATAD2A","GATAD2A"
"ENSOARG00000007573","ENSBTAG00000003038","TAP2","TAP2"
"ENSOARG00000007622","ENSBTAG00000003039","PSMB8","PSMB8"
"ENSOARG00000018960","ENSBTAG00000003040","RALGAPB","RALGAPB"
"ENSOARG00000004501","ENSBTAG00000003052","PCSK7","PCSK7"
"ENSOARG00000013414","ENSBTAG00000003063","SYNJ1","SYNJ1"
"ENSOARG00000016126","ENSBTAG00000003068","MSMO1","MSMO1"
"ENSOARG00000005906","ENSBTAG00000003069","MAN1C1","MAN1C1"
"ENSOARG00000004014","ENSBTAG00000003073","NAA40","NAA40"
"ENSOARG00000015264","ENSBTAG00000003074","SLC16A6","SLC16A6"
"ENSOARG00000010809","ENSBTAG00000003075","DVL2","DVL2"
"ENSOARG00000014337","ENSBTAG00000003077","DPF2","DPF2"
"ENSOARG00000002105","ENSBTAG00000003084","GPATCH2L","GPATCH2L"
"ENSOARG00000004559","ENSBTAG00000003087","DCUN1D5","DCUN1D5"
"ENSOARG00000014714","ENSBTAG00000003092","ANAPC5","ANAPC5"
"ENSOARG00000009091","ENSBTAG00000003100","SMTN","SMTN"
"ENSOARG00000011894","ENSBTAG00000003111","ATM","ATM"
"ENSOARG00000020534","ENSBTAG00000003143","TBCCD1","TBCCD1"
"ENSOARG00000013086","ENSBTAG00000003148","MCM3AP","MCM3AP"
"ENSOARG00000014413","ENSBTAG00000003152","IFI27","IFI27"
"ENSOARG00000013135","ENSBTAG00000003161","YBEY","YBEY"
"ENSOARG00000012491","ENSBTAG00000003162","CRYZ","CRYZ"
"ENSOARG00000010962","ENSBTAG00000003165","ADAMTS9","ADAMTS9"
"ENSOARG00000012056","ENSBTAG00000003174","NDUFAF4","NDUFAF4"
"ENSOARG00000008554","ENSBTAG00000003177","SLC25A33","SLC25A33"
"ENSOARG00000005882","ENSBTAG00000003178","ATE1","ATE1"
"ENSOARG00000011846","ENSBTAG00000003183","NTN4","NTN4"
"ENSOARG00000004227","ENSBTAG00000003189","CCDC6","CCDC6"
"ENSOARG00000002959","ENSBTAG00000003191","FSCN1","FSCN1"
"ENSOARG00000002538","ENSBTAG00000003192","TBC1D16","TBC1D16"
"ENSOARG00000014018","ENSBTAG00000003196","PAPSS2","PAPSS2"
"ENSOARG00000002331","ENSBTAG00000003199","SLC35C1","SLC35C1"
"ENSOARG00000020787","ENSBTAG00000003221","ATF7IP","ATF7IP"
"ENSOARG00000015820","ENSBTAG00000003225","IMP4","IMP4"
"ENSOARG00000014722","ENSBTAG00000003239","UTP20","UTP20"
"ENSOARG00000016935","ENSBTAG00000003245","BCAR3","BCAR3"
"ENSOARG00000013898","ENSBTAG00000003264","NR1H2","NR1H2"
"ENSOARG00000009304","ENSBTAG00000003265","ADD3","ADD3"
"ENSOARG00000019938","ENSBTAG00000003267","ZNF132","ZNF132"
"ENSOARG00000008324","ENSBTAG00000003268","PELO","PELO"
"ENSOARG00000018675","ENSBTAG00000003279","NDUFA10","NDUFA10"
"ENSOARG00000001884","ENSBTAG00000003291","RIMKLB","RIMKLB"
"ENSOARG00000011988","ENSBTAG00000003295","GORAB","GORAB"
"ENSOARG00000016072","ENSBTAG00000003296","TWNK","TWNK"
"ENSOARG00000016108","ENSBTAG00000003298","LZTS2","LZTS2"
"ENSOARG00000009887","ENSBTAG00000003312","CHST15","CHST15"
"ENSOARG00000013664","ENSBTAG00000003314","SKA3","SKA3"
"ENSOARG00000013727","ENSBTAG00000003322","TTLL7","TTLL7"
"ENSOARG00000008119","ENSBTAG00000003329","FST","FST"
"ENSOARG00000002871","ENSBTAG00000003330","ATL3","ATL3"
"ENSOARG00000008508","ENSBTAG00000003339","ZBTB10","ZBTB10"
"ENSOARG00000016689","ENSBTAG00000003345","FAT4","FAT4"
"ENSOARG00000015388","ENSBTAG00000003359","ELOVL5","ELOVL5"
"ENSOARG00000012309","ENSBTAG00000003365","SMG8","SMG8"
"ENSOARG00000014731","ENSBTAG00000003366","DDX58","DDX58"
"ENSOARG00000007177","ENSBTAG00000003372","SLC35B4","SLC35B4"
"ENSOARG00000012362","ENSBTAG00000003375","TC2N","TC2N"
"ENSOARG00000014904","ENSBTAG00000003381","TENT4A","TENT4A"
"ENSOARG00000006849","ENSBTAG00000003390","SF3A1","SF3A1"
"ENSOARG00000007173","ENSBTAG00000003394","RNF215","RNF215"
"ENSOARG00000010740","ENSBTAG00000003395","ZRANB1","ZRANB1"
"ENSOARG00000001355","ENSBTAG00000003396","MAFB","MAFB"
"ENSOARG00000017824","ENSBTAG00000003405","TP53I3","TP53I3"
"ENSOARG00000008104","ENSBTAG00000003415","ESD","ESD"
"ENSOARG00000005050","ENSBTAG00000003418","MSN","MSN"
"ENSOARG00000007674","ENSBTAG00000003421","RNF40","RNF40"
"ENSOARG00000006979","ENSBTAG00000003436","RHBDF2","RHBDF2"
"ENSOARG00000012600","ENSBTAG00000003438","ZBTB43","ZBTB43"
"ENSOARG00000017604","ENSBTAG00000003439","AKAP10","AKAP10"
"ENSOARG00000015821","ENSBTAG00000003446","EPHB4","EPHB4"
"ENSOARG00000003749","ENSBTAG00000003447","ZNF154","ZNF154"
"ENSOARG00000000578","ENSBTAG00000003458","CDCA7","CDCA7"
"ENSOARG00000003819","ENSBTAG00000003462","ZNF135","ZNF135"
"ENSOARG00000002528","ENSBTAG00000003470","TTYH1","TTYH1"
"ENSOARG00000010494","ENSBTAG00000003483","NUDT18","NUDT18"
"ENSOARG00000006235","ENSBTAG00000003485","MAGOH","MAGOH"
"ENSOARG00000003585","ENSBTAG00000003490","ELMO1","ELMO1"
"ENSOARG00000005763","ENSBTAG00000003491","SLC25A23","SLC25A23"
"ENSOARG00000012538","ENSBTAG00000003495","KDM7A","KDM7A"
"ENSOARG00000013278","ENSBTAG00000003500","DCAF7","DCAF7"
"ENSOARG00000015897","ENSBTAG00000003526","SYNE3","SYNE3"
"ENSOARG00000012336","ENSBTAG00000003532","TLE4","TLE4"
"ENSOARG00000002155","ENSBTAG00000003545","TAF1D","TAF1D"
"ENSOARG00000001022","ENSBTAG00000003547","CSTF2","CSTF2"
"ENSOARG00000002077","ENSBTAG00000003552","MED17","MED17"
"ENSOARG00000007191","ENSBTAG00000003553","ZFP36L2","ZFP36L2"
"ENSOARG00000002837","ENSBTAG00000003557","CCDC117","CCDC117"
"ENSOARG00000018201","ENSBTAG00000003566","ARFIP2","ARFIP2"
"ENSOARG00000016553","ENSBTAG00000003576","POLL","POLL"
"ENSOARG00000007088","ENSBTAG00000003577","GSPT1","GSPT1"
"ENSOARG00000018871","ENSBTAG00000003585","CD47","CD47"
"ENSOARG00000011813","ENSBTAG00000003587","ELL","ELL"
"ENSOARG00000005885","ENSBTAG00000003598","P3H3","P3H3"
"ENSOARG00000008166","ENSBTAG00000003602","RBPJ","RBPJ"
"ENSOARG00000006178","ENSBTAG00000003607","FAM20C","FAM20C"
"ENSOARG00000019928","ENSBTAG00000003614","AP4B1","AP4B1"
"ENSOARG00000019933","ENSBTAG00000003616","DCLRE1B","DCLRE1B"
"ENSOARG00000014366","ENSBTAG00000003617","ALKBH4","ALKBH4"
"ENSOARG00000016964","ENSBTAG00000003619","SEC24D","SEC24D"
"ENSOARG00000012940","ENSBTAG00000003634","CISD1","CISD1"
"ENSOARG00000001607","ENSBTAG00000003644","HSPBP1","HSPBP1"
"ENSOARG00000007984","ENSBTAG00000003650","NR4A2","NR4A2"
"ENSOARG00000016414","ENSBTAG00000003687","FOXK2","FOXK2"
"ENSOARG00000008561","ENSBTAG00000003692","UCP2","UCP2"
"ENSOARG00000016357","ENSBTAG00000003695","WDR45B","WDR45B"
"ENSOARG00000008413","ENSBTAG00000003708","SEC23A","SEC23A"
"ENSOARG00000015192","ENSBTAG00000003718","HACL1","HACL1"
"ENSOARG00000011287","ENSBTAG00000003719","TDRD7","TDRD7"
"ENSOARG00000015175","ENSBTAG00000003726","MTMR9","MTMR9"
"ENSOARG00000015058","ENSBTAG00000003727","SH3KBP1","SH3KBP1"
"ENSOARG00000003983","ENSBTAG00000003740","KDM6A","KDM6A"
"ENSOARG00000006004","ENSBTAG00000003746","SCP2","SCP2"
"ENSOARG00000000726","ENSBTAG00000003747","PTGR2","PTGR2"
"ENSOARG00000018823","ENSBTAG00000003752","SLC25A24","SLC25A24"
"ENSOARG00000015965","ENSBTAG00000003757","DNAJA2","DNAJA2"
"ENSOARG00000020950","ENSBTAG00000003762","GNB5","GNB5"
"ENSOARG00000012967","ENSBTAG00000003764","AKIRIN2","AKIRIN2"
"ENSOARG00000004088","ENSBTAG00000003773","SLC25A13","SLC25A13"
"ENSOARG00000004902","ENSBTAG00000003779","ZC4H2","ZC4H2"
"ENSOARG00000016262","ENSBTAG00000003800","LRRC27","LRRC27"
"ENSOARG00000019624","ENSBTAG00000003807","CNOT9","CNOT9"
"ENSOARG00000019649","ENSBTAG00000003813","BCS1L","BCS1L"
"ENSOARG00000011764","ENSBTAG00000003822","CROCC","CROCC"
"ENSOARG00000018162","ENSBTAG00000003825","PTPN12","PTPN12"
"ENSOARG00000010507","ENSBTAG00000003842","RABGEF1","RABGEF1"
"ENSOARG00000002241","ENSBTAG00000003845","CSRNP1","CSRNP1"
"ENSOARG00000019788","ENSBTAG00000003849","GNL2","GNL2"
"ENSOARG00000002811","ENSBTAG00000003851","CCNL1","CCNL1"
"ENSOARG00000009846","ENSBTAG00000003861","GPATCH11","GPATCH11"
"ENSOARG00000003283","ENSBTAG00000003866","PPP1R8","PPP1R8"
"ENSOARG00000009888","ENSBTAG00000003877","ZCCHC24","ZCCHC24"
"ENSOARG00000009087","ENSBTAG00000003878","ZUP1","ZUP1"
"ENSOARG00000005122","ENSBTAG00000003884","FAM120B","FAM120B"
"ENSOARG00000018911","ENSBTAG00000003889","PER1","PER1"
"ENSOARG00000015361","ENSBTAG00000003916","DPH3","DPH3"
"ENSOARG00000019146","ENSBTAG00000003920","TGM1","TGM1"
"ENSOARG00000019500","ENSBTAG00000003927","AAMP","AAMP"
"ENSOARG00000019320","ENSBTAG00000003928","ATG16L1","ATG16L1"
"ENSOARG00000005078","ENSBTAG00000003929","PHF10","PHF10"
"ENSOARG00000019527","ENSBTAG00000003935","TMBIM1","TMBIM1"
"ENSOARG00000006044","ENSBTAG00000003942","PIP4K2C","PIP4K2C"
"ENSOARG00000012054","ENSBTAG00000003947","SSBP4","SSBP4"
"ENSOARG00000014859","ENSBTAG00000003949","RBM39","RBM39"
"ENSOARG00000014755","ENSBTAG00000003958","TMEM220","TMEM220"
"ENSOARG00000008548","ENSBTAG00000003971","E2F1","E2F1"
"ENSOARG00000011434","ENSBTAG00000003981","RRP1","RRP1"
"ENSOARG00000007504","ENSBTAG00000003989","GSTO1","GSTO1"
"ENSOARG00000013582","ENSBTAG00000003997","UBE2D4","UBE2D4"
"ENSOARG00000021004","ENSBTAG00000004011","GALK2","GALK2"
"ENSOARG00000002954","ENSBTAG00000004015","KAT6A","KAT6A"
"ENSOARG00000006086","ENSBTAG00000004017","PLEKHG2","PLEKHG2"
"ENSOARG00000010838","ENSBTAG00000004018","DGKA","DGKA"
"ENSOARG00000010667","ENSBTAG00000004021","CDK2","CDK2"
"ENSOARG00000009085","ENSBTAG00000004034","SESN3","SESN3"
"ENSOARG00000000133","ENSBTAG00000004036","GJC1","GJC1"
"ENSOARG00000009999","ENSBTAG00000004037","JUN","JUN"
"ENSOARG00000007048","ENSBTAG00000004041","ANKRD10","ANKRD10"
"ENSOARG00000016579","ENSBTAG00000004054","PAPOLA","PAPOLA"
"ENSOARG00000016678","ENSBTAG00000004059","SOAT1","SOAT1"
"ENSOARG00000008401","ENSBTAG00000004066","PARP8","PARP8"
"ENSOARG00000014785","ENSBTAG00000004075","IDI1","IDI1"
"ENSOARG00000013778","ENSBTAG00000004077","YWHAG","YWHAG"
"ENSOARG00000002680","ENSBTAG00000004080","TIAL1","TIAL1"
"ENSOARG00000006370","ENSBTAG00000004085","ASF1B","ASF1B"
"ENSOARG00000017637","ENSBTAG00000004108","CENPX","CENPX"
"ENSOARG00000017544","ENSBTAG00000004111","LRRC45","LRRC45"
"ENSOARG00000011687","ENSBTAG00000004112","GAMT","GAMT"
"ENSOARG00000016243","ENSBTAG00000004114","MAP3K11","MAP3K11"
"ENSOARG00000014591","ENSBTAG00000004117","AZI2","AZI2"
"ENSOARG00000006209","ENSBTAG00000004118","ALAS1","ALAS1"
"ENSOARG00000012473","ENSBTAG00000004131","RAP2C","RAP2C"
"ENSOARG00000000869","ENSBTAG00000004135","LMTK2","LMTK2"
"ENSOARG00000000257","ENSBTAG00000004154","SKIL","SKIL"
"ENSOARG00000003861","ENSBTAG00000004155","SPATA20","SPATA20"
"ENSOARG00000004348","ENSBTAG00000004165","CLYBL","CLYBL"
"ENSOARG00000010487","ENSBTAG00000004173","UBXN8","UBXN8"
"ENSOARG00000006875","ENSBTAG00000004188","SNAP47","SNAP47"
"ENSOARG00000011690","ENSBTAG00000004199","DIABLO","DIABLO"
"ENSOARG00000011538","ENSBTAG00000004203","VPS33A","VPS33A"
"ENSOARG00000005169","ENSBTAG00000004207","CD93","CD93"
"ENSOARG00000008529","ENSBTAG00000004208","PLEKHG6","PLEKHG6"
"ENSOARG00000016128","ENSBTAG00000004216","MAP3K2","MAP3K2"
"ENSOARG00000015317","ENSBTAG00000004223","SRR","SRR"
"ENSOARG00000015437","ENSBTAG00000004225","TSR1","TSR1"
"ENSOARG00000001595","ENSBTAG00000004238","TACC1","TACC1"
"ENSOARG00000012899","ENSBTAG00000004240","TMPO","TMPO"
"ENSOARG00000018781","ENSBTAG00000004242","ARPC1A","ARPC1A"
"ENSOARG00000015431","ENSBTAG00000004256","ODC1","ODC1"
"ENSOARG00000007045","ENSBTAG00000004257","TAF4B","TAF4B"
"ENSOARG00000015415","ENSBTAG00000004259","HPCAL1","HPCAL1"
"ENSOARG00000014710","ENSBTAG00000004269","SGK1","SGK1"
"ENSOARG00000007030","ENSBTAG00000004277","EVC2","EVC2"
"ENSOARG00000006484","ENSBTAG00000004278","APMAP","APMAP"
"ENSOARG00000006624","ENSBTAG00000004281","ACSS1","ACSS1"
"ENSOARG00000003608","ENSBTAG00000004282","AMBRA1","AMBRA1"
"ENSOARG00000019722","ENSBTAG00000004283","PPFIBP1","PPFIBP1"
"ENSOARG00000017745","ENSBTAG00000004286","CDC45","CDC45"
"ENSOARG00000006688","ENSBTAG00000004287","EVC","EVC"
"ENSOARG00000015083","ENSBTAG00000004288","GSTA4","GSTA4"
"ENSOARG00000002768","ENSBTAG00000004294","EVI5L","EVI5L"
"ENSOARG00000002895","ENSBTAG00000004300","LRRC8E","LRRC8E"
"ENSOARG00000019002","ENSBTAG00000004305","RGS16","RGS16"
"ENSOARG00000008465","ENSBTAG00000004316","BOD1L1","BOD1L1"
"ENSOARG00000001822","ENSBTAG00000004321","SFXN2","SFXN2"
"ENSOARG00000001783","ENSBTAG00000004322","FOS","FOS"
"ENSOARG00000009733","ENSBTAG00000004329","RELL1","RELL1"
"ENSOARG00000007385","ENSBTAG00000004343","CCS","CCS"
"ENSOARG00000007614","ENSBTAG00000004344","ACSL1","ACSL1"
"ENSOARG00000011380","ENSBTAG00000004347","ADGRF5","ADGRF5"
"ENSOARG00000012642","ENSBTAG00000004358","DARS2","DARS2"
"ENSOARG00000012816","ENSBTAG00000004361","ZBTB37","ZBTB37"
"ENSOARG00000012929","ENSBTAG00000004362","SERPINC1","SERPINC1"
"ENSOARG00000009418","ENSBTAG00000004371","CS","CS"
"ENSOARG00000009402","ENSBTAG00000004374","CNPY2","CNPY2"
"ENSOARG00000009154","ENSBTAG00000004380","STAT2","STAT2"
"ENSOARG00000008349","ENSBTAG00000004381","TACSTD2","TACSTD2"
"ENSOARG00000014807","ENSBTAG00000004387","MTPAP","MTPAP"
"ENSOARG00000016055","ENSBTAG00000004402","PRELID3B","PRELID3B"
"ENSOARG00000020219","ENSBTAG00000004409","IVD","IVD"
"ENSOARG00000003907","ENSBTAG00000004416","NUDC","NUDC"
"ENSOARG00000020229","ENSBTAG00000004421","CHST14","CHST14"
"ENSOARG00000014034","ENSBTAG00000004426","DNAJB14","DNAJB14"
"ENSOARG00000013955","ENSBTAG00000004428","H2AFZ","H2AFZ"
"ENSOARG00000018044","ENSBTAG00000004459","TMEM45A","TMEM45A"
"ENSOARG00000011713","ENSBTAG00000004463","KDELR1","KDELR1"
"ENSOARG00000003962","ENSBTAG00000004475","CDK5R1","CDK5R1"
"ENSOARG00000017155","ENSBTAG00000004489","APPBP2","APPBP2"
"ENSOARG00000004156","ENSBTAG00000004492","SWT1","SWT1"
"ENSOARG00000001882","ENSBTAG00000004502","CLUAP1","CLUAP1"
"ENSOARG00000002967","ENSBTAG00000004510","SARDH","SARDH"
"ENSOARG00000015759","ENSBTAG00000004512","MKRN2","MKRN2"
"ENSOARG00000003434","ENSBTAG00000004517","TARBP1","TARBP1"
"ENSOARG00000004084","ENSBTAG00000004540","NUB1","NUB1"
"ENSOARG00000021012","ENSBTAG00000004547","OLR1","OLR1"
"ENSOARG00000018215","ENSBTAG00000004549","UPRT","UPRT"
"ENSOARG00000003126","ENSBTAG00000004552","PBXIP1","PBXIP1"
"ENSOARG00000021041","ENSBTAG00000004558","C15orf48","C15orf48"
"ENSOARG00000003701","ENSBTAG00000004564","MBNL1","MBNL1"
"ENSOARG00000006319","ENSBTAG00000004571","PRPF4","PRPF4"
"ENSOARG00000015628","ENSBTAG00000004587","DUSP6","DUSP6"
"ENSOARG00000020832","ENSBTAG00000004603","PHC2","PHC2"
"ENSOARG00000003933","ENSBTAG00000004613","CSGALNACT1","CSGALNACT1"
"ENSOARG00000018436","ENSBTAG00000004620","ZNF133","ZNF133"
"ENSOARG00000007168","ENSBTAG00000004625","PYGB","PYGB"
"ENSOARG00000021113","ENSBTAG00000004631","KIAA0586","KIAA0586"
"ENSOARG00000007580","ENSBTAG00000004636","PLEKHA1","PLEKHA1"
"ENSOARG00000000995","ENSBTAG00000004643","WASL","WASL"
"ENSOARG00000015462","ENSBTAG00000004659","COQ10B","COQ10B"
"ENSOARG00000018754","ENSBTAG00000004660","SPATS2","SPATS2"
"ENSOARG00000013286","ENSBTAG00000004672","RDX","RDX"
"ENSOARG00000002035","ENSBTAG00000004679","WARS","WARS"
